1	496
1	1489
1	1490
1	1491
2	5
2	262
2	274
2	337
2	696
2	735
2	1005
2	1174
2	1396
2	1427
2	1453
2	1519
2	1521
2	1533
3	562
3	1005
3	1453
3	1534
3	1535
3	1536
4	16
4	87
4	242
4	290
4	327
4	384
4	385
4	593
4	938
4	1033
4	1081
4	1121
4	1540
4	1547
4	1557
4	1558
4	1563
4	1564
4	1575
4	1582
4	1587
4	1588
4	1592
5	1022
5	1621
5	1622
5	1624
5	1625
6	249
6	1665
6	1668
6	1669
6	1670
7	1095
7	1124
7	1672
7	1674
7	1676
8	292
8	327
8	704
8	854
8	1300
8	1500
8	1677
8	1679
8	1682
8	1690
8	1694
8	1696
8	1700
8	1701
8	1702
8	1703
8	1706
8	1709
9	72
9	74
9	246
9	300
9	337
9	460
9	552
9	654
9	789
9	886
9	1125
9	1178
9	1514
9	1728
9	1729
9	1730
9	1731
9	1732
9	1735
9	1736
9	1738
9	1739
9	1740
9	1741
9	1742
9	1743
9	1745
9	1746
9	1747
9	1750
9	1751
9	1753
9	1754
10	31
10	92
10	428
10	1756
10	1757
10	1761
10	1762
10	1763
10	1764
11	1776
11	1777
11	1779
11	1780
12	133
12	275
12	291
12	713
12	1023
12	1817
12	1819
12	1820
12	1821
12	1822
12	1823
12	1824
12	1825
12	1827
12	1829
13	74
13	240
13	290
13	464
13	549
13	598
13	676
13	710
13	744
13	965
13	1409
13	1555
13	1583
13	1714
13	1841
13	1842
13	1846
13	1850
13	1851
14	786
14	1093
14	1272
14	1466
14	1503
14	1871
14	1876
14	1877
14	1878
14	1880
15	713
15	1414
15	1620
15	1670
15	1891
15	1892
15	1893
15	1895
15	1896
15	1897
15	1898
15	1899
16	72
16	74
16	327
16	1340
16	1910
16	1911
16	1912
17	110
17	228
17	287
17	317
17	547
17	579
17	633
17	715
17	769
17	1111
17	1921
17	1922
17	1924
17	1926
17	1927
17	1928
17	1930
17	1934
18	118
18	1575
18	1939
18	1940
18	1941
19	672
19	1623
19	1944
19	1947
19	1951
20	21
20	74
20	538
20	1391
20	1863
20	1964
21	952
21	1674
21	1997
21	1998
22	291
22	361
22	1845
22	1999
23	80
23	315
23	584
23	687
23	867
23	1519
23	1863
23	2001
23	2003
23	2004
23	2005
23	2006
23	2007
23	2008
23	2010
24	81
24	467
24	696
24	715
24	784
24	793
24	1204
24	1453
24	1462
24	1602
24	1670
24	1936
24	2019
24	2020
24	2023
25	275
25	796
25	1416
25	1458
25	1922
25	2040
25	2041
25	2042
26	200
26	348
26	662
26	2050
26	2051
26	2053
27	223
27	362
27	731
27	1018
27	1105
27	1969
27	2069
27	2071
27	2072
27	2078
28	91
28	769
28	872
28	998
28	1042
28	1246
28	1555
28	1659
28	1664
28	2088
28	2089
28	2090
28	2091
28	2092
28	2093
28	2095
28	2097
28	2098
29	17
29	121
29	157
29	291
29	540
29	786
29	792
29	797
29	1437
29	1917
29	2121
29	2122
30	338
30	1437
30	2131
30	2133
31	413
31	1529
31	2124
31	2149
31	2151
31	2152
32	1545
32	1548
32	1896
32	2155
32	2156
32	2157
33	18
33	55
33	65
33	87
33	100
33	472
33	478
33	482
33	777
33	1245
33	1308
33	1355
33	1563
33	1564
33	1587
33	1892
33	1984
33	2158
33	2159
33	2160
33	2161
33	2162
33	2163
33	2166
33	2167
33	2169
33	2172
33	2173
33	2174
33	2175
33	2177
33	2178
33	2179
33	2180
33	2182
33	2183
34	91
34	298
34	494
34	775
34	1098
34	1253
34	1276
34	1535
34	1591
34	1777
34	1998
34	2196
34	2197
34	2198
34	2199
34	2204
34	2207
34	2209
35	585
35	848
35	1850
35	2217
35	2218
36	74
36	593
36	741
36	938
36	1678
36	2221
36	2222
36	2224
36	2226
36	2228
37	97
37	187
37	229
37	233
37	292
37	504
37	581
37	704
37	875
37	910
37	945
37	1011
37	1050
37	1113
37	1154
37	1308
37	1500
37	1515
37	1634
37	1695
37	1735
37	1956
37	1957
37	2164
37	2167
37	2169
37	2182
37	2243
37	2244
37	2250
37	2251
37	2252
37	2253
37	2257
37	2260
37	2265
37	2267
37	2268
37	2269
37	2270
37	2271
38	1140
38	1523
38	1820
38	2275
38	2278
39	547
39	661
39	698
39	2280
39	2281
40	1
40	65
40	79
40	286
40	1033
40	1099
40	1509
40	2284
40	2287
41	217
41	327
41	418
41	484
41	713
41	1380
41	1566
41	1735
41	2291
41	2292
42	2201
42	2301
42	2304
42	2309
42	2315
43	72
43	81
43	94
43	107
43	190
43	490
43	542
43	615
43	669
43	745
43	877
43	961
43	1086
43	1279
43	1344
43	1459
43	1720
43	1779
43	1912
43	1916
43	1946
43	1949
43	2043
43	2151
43	2354
43	2363
43	2367
43	2368
43	2378
43	2381
44	80
44	133
44	291
44	327
44	359
44	362
44	681
44	713
44	1827
44	1969
44	2287
44	2324
44	2395
44	2398
44	2401
44	2402
44	2407
44	2415
44	2417
44	2418
44	2419
45	242
45	275
45	301
45	335
45	1408
45	1624
45	1909
45	2004
45	2033
45	2275
45	2433
46	30
46	403
46	623
46	1056
46	1160
46	1170
46	2142
46	2185
46	2191
46	2470
46	2471
46	2474
47	541
47	796
47	880
47	1437
47	1620
47	1779
47	1840
47	2059
47	2484
47	2485
47	2486
47	2489
47	2490
47	2491
48	1209
48	1755
48	2501
48	2502
49	527
49	1238
49	1295
49	2507
50	525
50	810
50	1010
50	1867
50	2509
51	72
51	472
51	1080
51	1121
51	1553
